Process Num,Input Length,Output Length,TTFT (ms),avg TPS (without prefill),avg TPS (with prefill),Total Time (ms),TPS (without prefill),TPS (with prefill),Error,avg input Tokens,avg output Tokens
128,256,256,7176.0835,7.8653,6.3035,40611.02128,1006.76,806.8499,,256,255
128,512,512,13400.4829,6.0795,3.9268,130383.8229,778.1782,502.6314,,512,511
128,128,1024,4926.9276,7.7383,5.6075,182598.6304,990.5015,717.7655,,128,1023
128,1024,128,30640.3508,4.4864,1.7027,75174.99399,574.2562,217.9448,,1024,128
128,128,2048,4890.1962,6.2585,3.7663,543749.7621,801.0893,482.0876,,128,2047
128,1024,1024,94331.5703,7.0596,2.5906,395260.8969,903.6246,331.5962,,1024,1023
128,2048,2048,443094.3881,7.5654,1.65,1241193.622,968.3746,211.1951,,2048,2047
128,4096,1024,452350.4831,7.0412,0.9308,1100111.569,901.2739,119.1397,,4096,1023
128,4096,4096,2045446.199,7.1627,0.8194,4966480.802,916.8264,104.8837,,4096,4069
256,128,128,9116.0379,3.5598,2.7514,46522.06039,911.3089,704.354,,128,128
256,256,256,20797.7055,4.1482,2.2951,111542.5494,1061.9464,587.5336,,255,255
256,512,512,74617.0326,5.9583,2.0555,249081.1565,1525.3222,526.21,,512,511
256,128,1024,8960.0266,3.8841,2.4735,413428.566,994.3355,633.2218,,127,1022
256,1024,128,65338.9236,3.8611,0.8669,147658.4194,988.4333,221.9176,,1023,128
256,128,2048,8952.9268,3.7293,1.9055,1074728.752,954.694,487.8133,,128,2047
256,1024,1024,265325.998,6.8986,1.4544,704059.7329,1766.0367,372.3235,,1024,1023
256,2048,2048,1034389.742,7.0624,0.7966,2561561.284,1807.9687,203.9373,,2048,2040
256,4096,1024,987777.6852,6.9576,0.4733,2156264.43,1781.1468,121.1549,,4096,1020
256,4096,4096,4339587.5,7.2413,0.4343,9431628.481,1853.7806,111.1742,,4095,4095
