Process Num,Input Length,Output Length,TTFT (ms),avg TPS (without prefill),avg TPS (with prefill),Total Time (ms),TPS (without prefill),TPS (with prefill),Error,avg input Tokens,avg output Tokens
32,512,512,160.0863,18.8765,18.4990,27283.7716,18.8765,18.4990,,512,512
32,128,1024,42.3744,10.5967,10.3848,96676.0839,10.5967,10.3848,,128,1024
32,1024,128,208.5471,13.9770,13.6975,9366.4476,13.9770,13.6975,,1024,128
32,128,2048,130.6434,16.5602,16.2290,123800.7439,16.5602,16.2290,,128,2048
32,1024,1024,207.9219,8.5232,8.3527,120351.0967,8.5232,8.3527,,1024,1024
32,2048,2048,267.6736,6.2640,6.1387,327214.6300,6.2640,6.1387,,2048,2048
32,4096,1024,505.7315,8.8916,8.7137,115670.9735,8.8916,8.7137,,4096,1024
32,4096,4096,434.3206,7.2379,7.0932,566340.4818,7.2379,7.0932,,4096,4096
48,128,128,114.3727,11.4447,11.2158,11298.5535,11.4447,11.2158,,128,128
48,256,256,92.5418,12.0781,11.8365,21287.9192,12.0781,11.8365,,256,256
48,512,512,156.4397,4.3762,4.2886,117153.7308,4.3762,4.2886,,512,512
48,128,1024,77.2120,13.5909,13.3191,75421.6836,13.5909,13.3191,,128,1024
48,1024,128,178.3245,13.5475,13.2766,9626.5488,13.5475,13.2766,,1024,128
48,128,2048,39.0830,7.0695,6.9281,289734.0382,7.0695,6.9281,,128,2048
48,1024,1024,207.6524,7.5151,7.3648,136467.4192,7.5151,7.3648,,1024,1024
48,2048,2048,294.0537,6.2997,6.1737,325388.3013,6.2997,6.1737,,2048,2048
48,4096,1024,482.4507,11.7651,11.5298,87519.8130,11.7651,11.5298,,4096,1024
48,4096,4096,461.9332,13.7737,13.4983,297839.4155,13.7737,13.4983,,4096,4096
64,128,128,102.1663,6.7276,6.5930,19128.3227,6.7276,6.5930,,128,128
64,256,256,110.3274,11.5327,11.3020,22308.0897,11.5327,11.3020,,256,256
64,512,512,84.9558,6.1518,6.0288,83312.4885,6.1518,6.0288,,512,512
64,128,1024,84.9188,5.4581,5.3490,187694.7574,5.4581,5.3490,,128,1024
64,1024,128,147.5055,5.8606,5.7434,21988.0926,5.8606,5.7434,,1024,128
64,128,2048,116.6529,10.6824,10.4688,191833.6291,10.6824,10.4688,,128,2048
64,1024,1024,181.4038,9.5994,9.4074,106855.1235,9.5994,9.4074,,1024,1024
64,2048,2048,257.6766,6.7022,6.5681,305830.6569,6.7022,6.5681,,2048,2048
64,4096,1024,512.2911,9.4326,9.2439,109071.9892,9.4326,9.2439,,4096,1024
64,4096,4096,525.2298,11.2574,11.0323,364374.3332,11.2574,11.0323,,4096,4096
128,128,128,91.6277,5.5841,5.4724,23013.9326,5.5841,5.4724,,128,128
128,256,256,138.6241,1.5956,1.5637,160575.2571,1.5956,1.5637,,256,256
128,512,512,162.0191,4.9590,4.8599,103407.8566,4.9590,4.8599,,512,512
128,128,1024,69.4713,4.2295,4.1449,242178.8901,4.2295,4.1449,,128,1024
128,1024,128,177.3747,6.2399,6.1151,20690.6588,6.2399,6.1151,,1024,128
128,128,2048,65.5512,2.8433,2.7864,720364.6128,2.8433,2.7864,,128,2048
128,1024,1024,166.6175,5.6486,5.5356,181451.3439,5.6486,5.5356,,1024,1024
128,2048,2048,287.6484,2.0305,1.9899,1008900.1583,2.0305,1.9899,,2048,2048
128,4096,1024,505.3579,4.1849,4.1012,245193.3097,4.1849,4.1012,,4096,1024
128,4096,4096,502.9585,5.2351,5.1304,782918.9403,5.2351,5.1304,,4096,4096
256,128,128,49.1446,3.3921,3.3242,37783.9739,3.3921,3.3242,,128,128
256,256,256,92.5235,2.6606,2.6074,96310.7791,2.6606,2.6074,,256,256
256,512,512,140.7851,1.1171,1.0948,458460.6621,1.1171,1.0948,,512,512
256,128,1024,105.3491,2.9899,2.9301,342596.3836,2.9899,2.9301,,128,1024
256,1024,128,140.1421,2.3157,2.2694,55414.8512,2.3157,2.2694,,1024,128
256,128,2048,35.2121,2.7752,2.7197,738011.8153,2.7752,2.7197,,128,2048
256,1024,1024,164.7504,1.0967,1.0748,933864.0073,1.0967,1.0748,,1024,1024
256,2048,2048,281.8119,1.3966,1.3687,1466649.2326,1.3966,1.3687,,2048,2048
256,4096,1024,492.4241,3.0812,3.0196,332830.2232,3.0812,3.0196,,4096,1024
256,4096,4096,507.9208,0.7845,0.7688,5221450.0494,0.7845,0.7688,,4096,4096
